Date,Temp(°C),DewPoint(°C),Humidi(%),WindSpeed(mps),Press(hpa),SST(°C),Cloud_Fraction,Long_wave_radiation_flux,Short_wave_radiation_flux,Precipitation
6/23/2016,31.94444444,18.16666667,49,2.950379973,998.98505,26.8,0.033899999,-87.8134842,297.306732,0
6/24/2016,32.61111111,19.5,51.5,3.039785427,998.98505,27.2,0.201099995,-83.288353,294.02533,0
6/25/2016,31.61111111,19.05555556,51.8,3.173893608,998.98505,27.3,0.112999997,-82.127327,295.024109,0
6/26/2016,28.77777778,20.66666667,62.5,2.860974519,1002.37144,27.2,0.097299998,-81.4257278,292.970215,0
6/27/2016,25.72222222,20.22222222,71.7,3.218596334,1002.37144,26.8,0.083199998,-73.5872345,293.519928,0
6/28/2016,26.16666667,21.11111111,73.8,2.369244524,998.98505,26.8,0.310199992,-62.2224312,279.083771,0
6/29/2016,25.38888889,20.5,74.4,2.592758158,998.98505,26.9,0.354899991,-44.6268272,222.864975,1.49904
6/30/2016,26.72222222,17.38888889,57.9,3.397407242,1002.37144,26.9,0.104899997,-67.1573029,272.175873,0
7/1/2016,29.55555556,18.05555556,52.7,3.799731784,1002.37144,27.4,0.045799999,-74.4025497,287.565521,0
7/2/2016,31.44444444,16.05555556,43.4,4.157353599,1002.37144,27.6,0.023199999,-83.1134109,293.974548,0
7/3/2016,30.11111111,18,51.8,2.771569066,998.98505,27.8,0.102599997,-84.1607056,292.886597,0
7/4/2016,30.16666667,18.22222222,51.4,3.755029057,995.59866,28,0.217099995,-69.5949554,259.473602,5.79312
7/5/2016,32.94444444,11.61111111,28.1,5.364327224,998.98505,28.4,0.039199999,-90.9902649,294.745117,0
7/6/2016,32,13.11111111,32.8,4.55967814,998.98505,28.2,0.019,-90.0838394,295.338196,0
7/7/2016,28.5,19.88888889,62.4,2.548055431,998.98505,27.9,0.094599998,-77.302269,280.751617,0.3996
7/8/2016,32.05555556,16.83333333,42.8,4.202056325,998.98505,27.9,0.120199997,-75.1793671,273.23465,0
7/9/2016,30.83333333,15.16666667,42.4,4.023245418,1002.37144,28.1,0.082199998,-86.7729187,290.14505,0
7/10/2016,30.22222222,16.44444444,46.9,3.308001788,998.98505,28.3,0.244099994,-94.5433731,293.615326,0
7/11/2016,30.44444444,13.66666667,40.5,4.336164506,1002.37144,28.2,0.034199999,-99.5785294,296.301331,0
7/12/2016,30.38888889,13.5,40.2,3.218596334,1002.37144,28.4,0.044699999,-98.746933,296.023315,0
7/13/2016,29.16666667,16.16666667,48.4,2.458649978,1002.37144,28.6,0.0117,-94.2989731,293.122589,0
7/14/2016,28.38888889,20.27777778,63.4,2.056325436,998.98505,28.8,0.02,-87.1563416,288.084045,0
7/15/2016,28,23.44444444,76.6,2.14573089,998.98505,29,0.183499995,-73.474556,280.651947,0
7/16/2016,28.66666667,24.61111111,79.4,2.235136343,1002.37144,29.2,0.061799998,-72.274292,280.922546,0
7/17/2016,28.83333333,25,80.4,2.548055431,998.98505,29.1,0.065499998,-68.5773773,281.999573,0
7/18/2016,28.38888889,24.22222222,79.5,2.101028163,995.59866,28.9,0.094899998,-63.7684593,279.689545,0
7/19/2016,27.94444444,23.61111111,78.5,2.324541797,995.59866,28.8,0.226399994,-52.6682472,265.508759,0.0486
7/20/2016,28.16666667,23.22222222,75.7,2.458649978,998.98505,28.7,0.342299991,-40.3887634,241.336075,0.13824
7/21/2016,27.83333333,22.88888889,75.2,2.548055431,1002.37144,28.8,0.365199991,-32.1196136,214.794586,0.89424
7/22/2016,28.16666667,22.27777778,70.8,2.771569066,1002.37144,28.9,0.266699993,-51.2128372,259.526733,0
7/23/2016,29.66666667,22.11111111,67,2.592758158,1002.37144,29.3,0.058399999,-78.2644196,280.221893,0
7/24/2016,32.61111111,14.38888889,39.1,4.067948145,998.98505,29.5,0.0102,-99.8014145,287.618958,0
7/25/2016,32.44444444,11.22222222,29.6,4.246759052,998.98505,29.4,0.026199999,-100.723244,288.66156,0
7/26/2016,30.72222222,15.61111111,46.1,2.860974519,998.98505,29.3,0.131899997,-94.2408524,286.314758,0
7/27/2016,29.05555556,21,64.8,2.458649978,998.98505,29.3,0.019,-81.9199448,280.19809,0
7/28/2016,28.83333333,22.72222222,70.6,2.190433616,998.98505,29.3,0.103699997,-74.514328,273.768707,0
7/29/2016,29.44444444,23.83333333,72.3,2.369244524,998.98505,29.4,0.086999998,-68.623764,263.699677,0.0216
7/30/2016,29.22222222,24.44444444,76,2.235136343,998.98505,29.4,0.051599999,-71.5036392,261.179138,0.04212
7/31/2016,29.72222222,23.33333333,70.7,2.369244524,998.98505,29.7,0.116499997,-61.0995483,253.484467,0.73008
8/1/2016,30.72222222,22.61111111,64.4,2.369244524,998.98505,29.8,0.033499999,-70.5731964,267.23996,0
8/2/2016,31.05555556,21.94444444,60.3,2.816271793,998.98505,29.9,0.100599997,-66.9240646,252.76828,0
8/3/2016,29.77777778,24.44444444,73.2,2.324541797,998.98505,29.9,0.203799995,-61.0970383,246.613754,0.18252
8/4/2016,31,22.22222222,61.5,3.620920876,998.98505,29.9,0.276799993,-68.1604538,253.314835,1.82304
8/5/2016,30.77777778,21.05555556,58.1,3.263299061,998.98505,29.9,0.102299997,-67.5021591,256.373016,1.08648
8/6/2016,30.44444444,18.88888889,51.6,3.084488154,998.98505,30,0.056499999,-62.0673904,242.977921,0
8/7/2016,31.38888889,21.16666667,56.4,3.531515422,998.98505,30.1,0.097999998,-74.6349564,258.487488,0
8/8/2016,32.5,19.5,51.9,3.531515422,1002.37144,30.2,0.0122,-81.4626236,266.514008,0
8/9/2016,32.11111111,19.44444444,53.2,3.397407242,998.98505,30.2,0.0099,-81.9237518,264.07193,0
8/10/2016,29.61111111,23.5,70.7,2.905677246,998.98505,30.1,0.026999999,-71.3284836,255.689316,0
8/11/2016,28.72222222,23.5,74.1,2.503352705,1002.37144,29.9,0.082599998,-65.0459137,250.288116,0
8/12/2016,29.05555556,24.22222222,76.2,2.413947251,1002.37144,29.9,0.294199993,-50.4956551,233.922409,0
8/13/2016,29.38888889,24.83333333,77,2.413947251,1002.37144,29.9,0.088899998,-49.2790108,237.378922,0
8/14/2016,30.33333333,20.55555556,56.7,3.889137237,1002.37144,29.8,0.251899994,-59.6066742,235.979919,0
8/15/2016,30.11111111,18.83333333,52.8,3.129190881,1002.37144,29.7,0.047099999,-76.5579147,257.106873,0
8/16/2016,28.5,22.61111111,70.6,2.548055431,998.98505,29.6,0.222399994,-62.2150192,233.012634,0
8/17/2016,30.94444444,13.77777778,41.9,4.380867233,998.98505,29.8,0.0206,-96.8011093,263.550507,0
8/18/2016,29.66666667,16.16666667,49.9,3.173893608,998.98505,29.8,0.0067,-93.6224823,261.565582,0
8/19/2016,28.66666667,20.5,63.9,2.369244524,998.98505,29.7,0.032999999,-77.7719574,252.546066,0
8/20/2016,28.11111111,23.77777778,78.1,2.413947251,1002.37144,29.7,0.053099999,-63.9712029,247.111481,0
8/21/2016,28.38888889,23.55555556,76,2.369244524,1002.37144,29.6,0.084099998,-60.7453766,230.539566,1.14804
8/22/2016,28.22222222,21.11111111,66.3,2.503352705,1002.37144,29.6,0.035499999,-66.4858856,242.789688,0
8/23/2016,27.88888889,22.38888889,72.8,2.413947251,1002.37144,29.6,0.073499998,-57.8535042,232.677994,0
8/24/2016,28,22.61111111,73.6,2.27983907,1002.37144,29.7,0.062199998,-69.1204071,239.292374,0.00864
8/25/2016,27.33333333,22,73.8,2.011622709,1002.37144,29.7,0.041099999,-73.9253845,243.626404,0
8/26/2016,27.66666667,22.27777778,73.2,2.413947251,1002.37144,29.6,0.136999997,-61.1747398,236.090408,0
8/27/2016,27.94444444,22.27777778,72,2.592758158,1005.75783,29.5,0.242999994,-54.0620499,226.850815,0
8/28/2016,27.55555556,21.33333333,69.1,2.548055431,1005.75783,29.4,0.182799995,-49.2166519,217.825912,0
8/29/2016,26.94444444,21.05555556,69.9,2.637460885,1005.75783,29.5,0.201199995,-52.9806709,219.150986,0
8/30/2016,26.38888889,20.27777778,69.2,2.682163612,1002.37144,29.4,0.046899999,-75.1296463,238.821487,0
8/31/2016,26.38888889,20.66666667,71.2,2.27983907,1002.37144,29.4,0.080599998,-63.8301239,225.765152,0
9/1/2016,30.83333333,16.94444444,48.2,4.157353599,1002.37144,29.4,0.081499998,-80.7291794,234.37532,0
9/2/2016,29.44444444,15.5,46,4.380867233,998.98505,29.3,0.157199996,-70.271225,215.497971,0.1836
9/3/2016,26.77777778,16.27777778,55.2,4.55967814,998.98505,29.2,0.496499987,-63.1188812,208.13205,5.7942
9/4/2016,26.88888889,16.83333333,54.4,2.771569066,1002.37144,29,0.237899994,-57.7891808,194.764313,3.84804
9/5/2016,26.05555556,18.5,63.6,3.173893608,1005.75783,28.9,0.194599995,-56.8072739,211.187469,0
9/6/2016,26.16666667,20.5,71.2,3.129190881,1009.14422,28.8,0.089299998,-60.7103767,204.104095,0
9/7/2016,25.61111111,18,63.4,2.860974519,1009.14422,28.8,0.0097,-83.4264069,227.559814,0
9/8/2016,28.44444444,16.94444444,54.7,3.173893608,1002.37144,28.8,0.062299998,-79.578476,220.742416,0
9/9/2016,28.22222222,20.11111111,65,2.905677246,1002.37144,28.8,0.076599998,-73.559639,216.543869,0
9/10/2016,27.38888889,21.83333333,73.4,2.011622709,1002.37144,28.8,0.083899998,-69.2577667,210.885345,0
9/11/2016,26.55555556,22.11111111,77,2.771569066,1005.75783,28.8,0.128999997,-65.6698151,212.39035,0
9/12/2016,25.83333333,19.88888889,70.1,2.458649978,1005.75783,28.6,0.215099995,-64.0423508,211.153259,0
9/13/2016,26,19.94444444,69.1,2.235136343,1002.37144,28.4,0.292899993,-48.0451317,193.246185,0.0972
9/14/2016,26.66666667,20.94444444,71.2,2.637460885,1002.37144,28.4,0.342999991,-45.6919479,180.799866,0
9/15/2016,25.61111111,20.5,73.3,2.548055431,1002.37144,28.4,0.356699991,-49.8495827,162.408432,2.8188
9/16/2016,26.61111111,14.66666667,50.8,3.442109969,1005.75783,28.5,0.059399999,-78.0115051,203.780212,0
9/17/2016,26.77777778,10.44444444,40.9,4.336164506,1005.75783,28.5,0.028699999,-99.8590164,218.455734,0
9/18/2016,25.55555556,12,45.7,2.816271793,1005.75783,28.3,0.022399999,-87.6339951,211.914154,0
9/19/2016,25.44444444,17.33333333,61.9,2.235136343,1005.75783,28.1,0.175199996,-67.7448044,202.805695,0.5508
9/20/2016,23,19.22222222,80.1,3.084488154,1002.37144,28,0.453399989,-36.722332,154.394547,12.16944
9/21/2016,22.83333333,16.22222222,68,2.905677246,1002.37144,27.9,0.303299992,-46.6484528,168.437408,0.03888
9/22/2016,23.66666667,16.16666667,64.1,3.71032633,1005.75783,27.6,0.360199991,-59.8530579,179.967072,0
9/23/2016,24.22222222,7.833333333,38,8.27000447,1009.14422,27.5,0.069799998,-92.7398605,202.936981,0
9/24/2016,22.55555556,3.388888889,29.5,5.27492177,1009.14422,27,0.032799999,-104.171417,208.251862,0
9/25/2016,21.61111111,5,35.6,3.933839964,1005.75783,26.7,0.031099999,-94.7920456,203.359467,0
9/26/2016,21.05555556,9.166666667,48.8,2.771569066,1005.75783,26.5,0.273299993,-80.4880981,183.734528,0.04428
9/27/2016,21.83333333,11.83333333,55.7,2.860974519,1009.14422,26.4,0.093999998,-83.6217346,196.577179,0
9/28/2016,24.83333333,8.166666667,37.7,4.067948145,1012.53061,26.3,0.016,-93.5554352,196.42392,0
9/29/2016,23.38888889,8.166666667,39.8,3.486812696,1012.53061,26.3,0.031299999,-97.8607864,196.994354,0
9/30/2016,24.88888889,9.5,41.7,4.157353599,1009.14422,26.3,0.0129,-96.6819611,195.310883,0
10/1/2016,22.88888889,12.38888889,55,2.458649978,1009.14422,26.2,0.0111,-81.8939667,190.955475,0
10/2/2016,23,12.83333333,55.7,2.011622709,1009.14422,26.3,0.153899996,-79.7299347,187.546051,0
10/3/2016,23.55555556,12.44444444,51.9,2.011622709,1009.14422,26.3,0.054799999,-77.5028763,182.198181,0
10/4/2016,23.27777778,14.55555556,60.3,1.832811802,1005.75783,26.2,0.086199998,-75.8593445,181.26088,0
10/5/2016,22.61111111,18.44444444,78.2,2.190433616,1002.37144,26.1,0.236699994,-57.2141533,177.87323,0
10/6/2016,22.61111111,18.5,79.2,2.101028163,1005.75783,26,0.363699991,-57.2401695,162.666412,0
10/7/2016,22,16.33333333,71.5,2.369244524,1009.14422,26,0.196399995,-69.4616852,176.975372,0
10/8/2016,21.94444444,16.33333333,70.7,2.637460885,1009.14422,25.9,0.308199992,-40.0408936,160.982346,0
10/9/2016,23.33333333,16.33333333,66.5,2.9950827,1009.14422,26.1,0.050499999,-53.0843697,156.244995,0
10/10/2016,22.5,15.33333333,64.9,2.235136343,1009.14422,25.9,0.171899996,-69.698822,172.247223,0
10/11/2016,22.22222222,16.88888889,73.1,2.011622709,1009.14422,25.8,0.657899983,-61.2911186,163.478806,0.27864
10/12/2016,22.55555556,18.5,78.3,2.369244524,1009.14422,25.6,0.767299981,-34.8504677,139.009354,0.79812
10/13/2016,23.72222222,18.33333333,72.7,2.9950827,1009.14422,25.8,0.187299995,-36.4254494,132.721588,0
10/14/2016,22.66666667,16.16666667,67.8,3.442109969,1009.14422,25.8,0.025899999,-78.7679214,167.417572,0
10/15/2016,23.38888889,6.666666667,37.8,4.112650872,1009.14422,25.7,0.057699999,-94.0110855,168.617966,0
10/16/2016,20.94444444,4.888888889,37.8,2.905677246,1009.14422,25.6,0.107199997,-100.408615,173.305878,0
10/17/2016,20.22222222,11.16666667,57.5,2.413947251,1009.14422,25.2,0.280299993,-69.0185776,150.388153,0.08424
10/18/2016,21.11111111,10.05555556,52.2,3.442109969,1005.75783,25.1,0.135399997,-68.1133499,140.118515,0
10/19/2016,20.27777778,9.777777778,52.1,2.860974519,1009.14422,24.9,0.166399996,-77.6469116,160.353806,0
10/20/2016,20.44444444,13.77777778,66.5,2.592758158,1009.14422,25,0.115399997,-73.0631409,157.990845,0
10/21/2016,20.22222222,14.33333333,70.1,2.816271793,1009.14422,25,0.105799997,-72.2387695,155.930145,0
10/22/2016,20.38888889,13.11111111,64.6,2.726866339,1009.14422,24.9,0.237099994,-72.0150452,152.247192,0
10/23/2016,20.72222222,14.44444444,68.5,2.14573089,1009.14422,24.9,0.321399992,-65.77948,143.586441,0.0054
10/24/2016,23.44444444,13.33333333,55.8,3.576218149,1009.14422,24.8,0.244299994,-76.0763931,149.696365,0.03888
10/25/2016,23.33333333,6.444444444,35.5,4.917299955,1009.14422,24.9,0.028099999,-90.9618225,151.696503,0
10/26/2016,21,4.666666667,36.5,3.799731784,1005.75783,24.7,0.324799992,-89.8035202,152.770798,0
10/27/2016,19.44444444,9.111111111,53,2.14573089,1009.14422,24.5,0.734399981,-72.1111908,146.27536,0.54
10/28/2016,21.44444444,7.944444444,45,2.235136343,1012.53061,24.4,0.128399997,-76.9636002,143.24527,0.44064
10/29/2016,20.44444444,10.33333333,54.8,2.27983907,1012.53061,24.3,0.202299995,-70.7185974,140.394089,0
10/30/2016,20.38888889,12.5,63.1,2.905677246,1009.14422,24.5,0.178499995,-75.4976196,139.915909,0
10/31/2016,18.72222222,6,48.4,6.303084488,1005.75783,24.3,0.982799975,-46.4737511,116.723824,7.10208
11/1/2016,16.44444444,-0.388888889,33.9,8.85113992,1005.75783,24,0.120499997,-101.61557,150.113342,0
11/2/2016,14.27777778,-3.222222222,32.4,4.470272687,1012.53061,23.7,0.147399996,-96.8869171,148.472397,0
11/3/2016,14.11111111,4.611111111,54.1,2.592758158,1015.917,23.4,0.194899995,-69.828598,139.335312,0
11/4/2016,15.44444444,8.611111111,65.5,2.771569066,1015.917,23.3,0.564099986,-73.9175568,138.136246,0
11/5/2016,16.22222222,10.88888889,72.7,2.27983907,1012.53061,23.3,0.137199997,-70.579155,134.445923,0
11/6/2016,16.88888889,12.11111111,75,2.14573089,1012.53061,23.1,0.877999978,-59.2225914,128.173798,0
11/7/2016,19,14.83333333,77.6,2.682163612,1015.917,22.9,0.994399975,-34.3001328,103.105606,0.79272
11/8/2016,19,15.33333333,79.7,1.877514528,1015.917,22.9,0.768299981,-26.0146236,79.2336426,0.61344
11/9/2016,19.16666667,15.44444444,79.7,1.877514528,1012.53061,22.9,0.79519998,-44.9969902,111.459343,13.65012
11/10/2016,21.05555556,15.16666667,69.9,5.498435405,1009.14422,23.1,0.112799997,-48.1658592,98.4377594,0
11/11/2016,17.38888889,12.44444444,73.9,2.682163612,1012.53061,22.9,0.552099986,-60.5402336,119.252739,0
11/12/2016,17.05555556,11.55555556,71.2,2.27983907,1015.917,22.9,0.670799983,-60.5323524,104.555252,0
11/13/2016,16.22222222,11.33333333,73.9,2.14573089,1012.53061,22.8,0.78439998,-62.1204491,108.890083,0.18036
11/14/2016,18.5,12.05555556,67.8,1.922217255,1012.53061,22.7,0.671399983,-53.7667351,101.697502,2.13192
11/15/2016,17.72222222,11.11111111,67.5,3.442109969,1009.14422,23,0.78659998,-74.1446152,119.403999,0
11/16/2016,14.55555556,-0.888888889,35.4,10.147519,1009.14422,22.9,0.190799995,-92.5568237,124.886055,0
11/17/2016,13.11111111,-1.333333333,38.7,4.157353599,1012.53061,22.5,0.051099999,-89.6885452,126.591682,0
11/18/2016,13.22222222,1.944444444,48.5,2.682163612,1015.917,22.3,0.230999994,-89.2197189,125.914459,0
11/19/2016,13.38888889,2,49.7,2.548055431,1015.917,22.3,0.476399988,-90.1927109,125.562279,0
11/20/2016,14.05555556,0.722222222,43.5,2.056325436,1012.53061,22.1,0.373399991,-79.0539627,116.212448,0
11/21/2016,13.66666667,2.777777778,50.6,2.101028163,1012.53061,22,0.288299993,-80.0490417,117.304649,0
11/22/2016,14.38888889,5.555555556,57.9,2.369244524,1015.917,21.9,0.136899997,-75.2956238,116.953728,0
11/23/2016,14.66666667,8.888888889,70,2.548055431,1015.917,21.8,0.358399991,-75.2598877,116.252884,0
11/24/2016,14.11111111,7.388888889,66.6,2.413947251,1015.917,21.8,0.033499999,-81.7084198,116.585426,0
11/25/2016,12.94444444,7.388888889,70.6,2.324541797,1012.53061,21.6,0.225899994,-74.5569534,113.963615,0
11/26/2016,13.11111111,7.722222222,71.6,2.324541797,1012.53061,21.5,0.109799997,-74.1995621,113.80098,0
11/27/2016,14.22222222,9.611111111,75.1,2.324541797,1012.53061,21.4,0.489399988,-46.7566147,98.0558701,0
11/28/2016,15.33333333,9.5,69.8,2.458649978,1012.53061,21.3,0.870599978,-25.3900509,61.5866661,0
11/29/2016,12.88888889,12.27777778,94.4,2.458649978,1005.75783,21.2,0.991399975,1.77513826,19.7907104,27.66744
11/30/2016,13.61111111,8,71.7,4.827894502,1002.37144,21.1,0.990399975,-35.8129616,71.0489731,10.01484
12/1/2016,12.33333333,2.666666667,52.7,5.453732678,998.98505,21.1,0.946099976,-50.8683739,48.0822716,21.2976
12/2/2016,9.944444444,-3.388888889,40.1,7.599463567,1005.75783,21,0.229899994,-83.3739548,111.733086,0
12/3/2016,9.777777778,0.555555556,54.5,2.101028163,1015.917,20.8,0.38159999,-61.4263954,105.635117,0
12/4/2016,13.5,7.833333333,69.8,2.101028163,1019.30339,20.6,0.999599975,-30.486496,76.1992035,3.68604
12/5/2016,13.66666667,7.277777778,67.3,2.9950827,1019.30339,20.8,0.506199987,-54.9635124,75.4677734,6.87204
12/6/2016,11.55555556,-1.555555556,42.7,2.637460885,1019.30339,20.6,0.440999989,-75.2490463,106.953316,0
12/7/2016,12,0,46.8,3.933839964,1019.30339,20.6,0.338999991,-74.4514389,98.5153046,0
12/8/2016,11.55555556,-4.277777778,33.7,5.721949039,1022.68978,20.4,0.095399998,-93.4210815,108.099937,0
12/9/2016,9.111111111,-4.222222222,42.5,3.039785427,1019.30339,20.3,0.160999996,-83.3304672,108.011024,0
12/10/2016,9.222222222,0.277777778,57.2,2.101028163,1015.917,20.2,0.081799998,-73.6908417,103.378159,0
12/11/2016,10.61111111,3.555555556,65.2,1.966919982,1012.53061,20.1,0.447399989,-69.364357,102.448845,0
12/12/2016,13.44444444,8.666666667,73.9,2.190433616,1009.14422,20,0.845499979,-26.6835575,72.9650803,5.05116
12/13/2016,13.11111111,5.666666667,64.6,5.319624497,1002.37144,20,0.505399987,-52.2578125,78.1477203,0.216
12/14/2016,7.277777778,-10.44444444,28.4,11.57800626,1009.14422,19.8,0.143599996,-93.4757309,104.696396,0
12/15/2016,7.111111111,-9.388888889,31.8,4.55967814,1012.53061,19.7,0.343999991,-85.7851562,104.790787,0
12/16/2016,8.277777778,-6.611111111,35.4,5.14081359,1015.917,19.5,0.724699982,-62.2587433,74.0002975,0
12/17/2016,8.333333333,-6.166666667,36.3,3.844434511,1019.30339,19.4,0.521699987,-61.6524925,88.8918076,0
12/18/2016,6.5,-8.111111111,36.3,3.978542691,1019.30339,19.2,0.584399985,-87.7100754,105.818497,0
12/19/2016,7.166666667,-9.277777778,33.6,4.202056325,1019.30339,19.1,0.129199997,-92.8834229,105.100754,0
12/20/2016,7.777777778,-6.888888889,38.1,3.665623603,1019.30339,19,0.638899984,-81.7580032,105.06469,0
12/21/2016,8.722222222,-5.944444444,35.3,4.738489048,1009.14422,18.9,0.994099975,-32.124958,51.5426712,0
12/22/2016,4.166666667,1.944444444,86.7,4.067948145,1009.14422,18.8,0.966799976,-12.0838261,26.8590641,0.53568
12/23/2016,6.055555556,3.944444444,86.8,3.263299061,1012.53061,18.7,0.989799975,-15.7865753,55.098423,0.3024
12/24/2016,8.888888889,4.777777778,76.6,3.263299061,1012.53061,18.6,0.960799976,-44.1248703,73.4959488,34.7706
12/25/2016,10.38888889,0.666666667,52.1,3.71032633,1009.14422,18.6,0.694899982,-73.755394,101.404228,0
12/26/2016,8.111111111,0.944444444,60.6,4.783191775,1009.14422,18.4,0.971599975,-34.8657951,33.7377205,2.3058
12/27/2016,9.944444444,-2.222222222,43.3,5.856057219,1009.14422,18.4,0.312199992,-74.5650024,100.884102,0
12/28/2016,7.166666667,1.111111111,68,3.173893608,1009.14422,18.2,0.882699978,-22.4890995,50.4401169,5.14404
12/29/2016,10.83333333,4.333333333,66.7,5.721949039,1002.37144,18.1,0.989299975,-43.9676361,91.950676,14.0832
12/30/2016,7.277777778,1.944444444,70.3,5.364327224,1009.14422,18,0.718099982,-37.9388847,75.7824554,20.52
12/31/2016,7.388888889,0.111111111,61.6,3.352704515,1012.53061,18,0.272999993,-63.8281174,93.8914413,0
1/1/2017,6.611111111,-1.388888889,57.9,2.860974519,1015.917,17.9,0.882999978,-60.7551422,99.1221466,23.15628
1/2/2017,7,1.888888889,70.9,3.755029057,1012.53061,17.8,0.488799988,-55.3658676,91.8156281,6.75216
1/3/2017,6.222222222,-0.222222222,65.7,2.503352705,1015.917,17.7,0.569599986,-72.6573029,107.21508,0
1/4/2017,7.055555556,2,71.5,2.27983907,1015.917,17.7,0.725099982,-35.7777748,79.8634491,0
1/5/2017,12.77777778,9.611111111,81.6,6.660706303,1009.14422,17.7,0.865899978,-6.60625458,34.0732651,12.31956
1/6/2017,15.05555556,7.388888889,60.4,8.27000447,1009.14422,17.7,0.684199983,-40.8531418,73.2372055,0
1/7/2017,12.27777778,4.944444444,62,8.85113992,998.98505,17.7,0.685799983,-46.9133759,84.0292892,0
1/8/2017,7.333333333,0.666666667,64.3,3.889137237,998.98505,17.6,0.511299987,-44.6881065,82.0005722,6.4314
1/9/2017,5.5,-4.777777778,50.5,3.486812696,1005.75783,17.6,0.350899991,-51.1171913,85.2334747,0.03888
1/10/2017,5,3.111111111,88.2,3.755029057,1005.75783,17.6,0.538099986,-12.1952581,19.4872684,52.82172
1/11/2017,7.055555556,2.888888889,76.6,2.548055431,1015.917,17.5,0.238199994,-52.1332054,100.389053,0
1/12/2017,7.5,5.055555556,85.5,2.771569066,1015.917,17.4,0.37979999,-33.9962692,57.1869469,0
1/13/2017,8.333333333,-2.611111111,48.7,6.168976308,1012.53061,17.4,0.40389999,-78.9390488,117.93869,0
1/14/2017,7.388888889,1.333333333,67,3.039785427,1009.14422,17.2,0.629499984,-42.4956436,85.0984039,0.50328
1/15/2017,7.888888889,5.277777778,84.2,2.413947251,1012.53061,17.1,0.985199975,-25.7859821,85.960228,8.76528
1/16/2017,11.94444444,9.833333333,87.4,4.246759052,1012.53061,17.2,0.999799975,-10.8868198,47.4892998,34.40016
1/17/2017,11,9.222222222,89.9,2.592758158,1012.53061,17.2,0.826799979,-5.54821587,38.324707,5.72076
1/18/2017,11.16666667,8.833333333,86.9,2.324541797,1012.53061,17.2,0.245499994,-51.4819412,100.567619,0
1/19/2017,10.22222222,4.944444444,72,2.548055431,1015.917,17.2,0.452599989,-58.0652771,112.271767,0
1/20/2017,11.22222222,3.666666667,63.5,4.157353599,1015.917,17.3,0.310899992,-70.088501,116.291039,0
1/21/2017,10.55555556,-1.333333333,44.9,4.872597228,1015.917,17.2,0.186399995,-85.1986465,123.582626,0
1/22/2017,7.833333333,-3.666666667,46.9,3.173893608,1019.30339,17.1,0.071599998,-90.3340607,128.633301,0
1/23/2017,7.333333333,-3.722222222,48.2,2.816271793,1019.30339,17,0.434499989,-83.8438492,128.763153,0
1/24/2017,7.277777778,0.333333333,62.4,3.755029057,1012.53061,16.8,0.990399975,-42.1284943,76.2848053,1.16208
1/25/2017,10.66666667,5.777777778,72.5,3.352704515,1005.75783,16.9,0.523999987,-30.1997223,85.258316,0
1/26/2017,9.666666667,2.111111111,62.1,6.794814484,1005.75783,17,0.898599977,-49.8414612,87.0227585,0.06912
1/27/2017,4.888888889,-10.66666667,32.8,11.44389808,1009.14422,17.2,0.274399993,-85.4877853,128.751801,0
1/28/2017,4.388888889,-10.94444444,32.8,8.672329012,1015.917,17.2,0.171299996,-91.5305099,136.069656,0
1/29/2017,4.944444444,-7.277777778,44.1,3.218596334,1019.30339,17.1,0.256599994,-85.5243073,137.992447,0
1/30/2017,5.722222222,-4.666666667,49.9,2.726866339,1015.917,17,0.624399984,-63.0728378,110.405724,0
1/31/2017,7.111111111,-10.77777778,31.3,6.70540903,1012.53061,16.9,0.248299994,-96.9768524,141.548325,0
2/1/2017,7.222222222,-10.94444444,28.3,4.514975414,1019.30339,17,0.163499996,-94.0589142,142.547897,0
2/2/2017,7.555555556,-5,43.2,2.860974519,1022.68978,16.9,0.225299994,-86.4306717,144.155548,0
2/3/2017,8,1.888888889,67.1,2.682163612,1022.68978,16.8,0.505899987,-63.0106125,131.114655,0
2/4/2017,8.5,5.555555556,83.1,1.698703621,1019.30339,16.8,0.740099981,-18.8811398,63.0772591,0
2/5/2017,10.27777778,7,81.3,1.609298167,1015.917,16.8,0.979399975,-16.2721672,77.8263702,0
2/6/2017,12.88888889,10.16666667,84.2,1.922217255,1015.917,16.8,0.554399986,-7.53711843,71.2869873,0
2/7/2017,11.33333333,10.38888889,93.7,1.877514528,1012.53061,16.9,0.935199976,-20.6351547,66.473175,0
2/8/2017,13.77777778,7.5,68.9,3.665623603,1005.75783,16.7,0.957599976,-49.9131165,111.644478,0
2/9/2017,13.94444444,8.166666667,68.7,3.308001788,1012.53061,16.5,0.922299977,-46.8813629,110.444984,0
2/10/2017,12.55555556,8.833333333,80,2.235136343,1012.53061,16.4,0.945599976,-44.982975,94.7505341,0
2/11/2017,12.33333333,6.388888889,68.8,2.905677246,1009.14422,16.6,0.555199986,-52.1302567,117.012192,0
2/12/2017,12.72222222,-0.388888889,41.5,6.168976308,1009.14422,16.9,0.441599989,-87.7580872,152.292206,0
2/13/2017,8.111111111,-9.777777778,28.2,7.912382655,1012.53061,16.9,0.361699991,-101.800423,162.340485,0
2/14/2017,7.277777778,-10.72222222,27.7,6.392489942,1012.53061,16.9,0.129799997,-99.5973511,162.963364,0
