Date(d.m.y);Temperature (°F);Dew Point (°F);Humidity (%);Wind Speed (mph);Pressure (in);;;;;;;;;;;;;;;;;;;;;;
17.01.2016;55.2;36.0;49.4;9.9;29.9;;;;;;;;;;;;;;;;;;;;;;
18.01.2016;54.0;46.0;76.4;9.4;29.6;;;;;;;;;;;;;;;;;;;;;;
19.01.2016;48.0;37.9;70.1;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
20.01.2016;45.1;27.1;50.9;4.5;30.1;;;;;;;;;;;;;;;;;;;;;;
21.01.2016;51.5;34.4;52.3;6.2;30.1;;;;;;;;;;;;;;;;;;;;;;
22.01.2016;56.8;39.0;52.5;7.6;30.0;;;;;;;;;;;;;;;;;;;;;;
23.01.2016;49.8;39.7;69.5;6.3;29.9;;;;;;;;;;;;;;;;;;;;;;
24.01.2016;45.0;20.4;40.4;9.7;29.9;;;;;;;;;;;;;;;;;;;;;;
25.01.2016;38.3;4.2;24.6;12.6;30.1;;;;;;;;;;;;;;;;;;;;;;
26.01.2016;36.2;7.3;33.2;6.3;30.2;;;;;;;;;;;;;;;;;;;;;;
27.01.2016;38.7;11.5;37.1;8.0;30.3;;;;;;;;;;;;;;;;;;;;;;
28.01.2016;39.2;21.1;51.5;2.3;30.3;;;;;;;;;;;;;;;;;;;;;;
29.01.2016;46.1;29.4;55.7;2.3;30.3;;;;;;;;;;;;;;;;;;;;;;
30.01.2016;49.1;38.8;68.7;3.2;30.3;;;;;;;;;;;;;;;;;;;;;;
31.01.2016;52.9;43.7;72.5;2.7;30.2;;;;;;;;;;;;;;;;;;;;;;
1.02.2016;52.5;48.5;87.3;3.9;30.1;;;;;;;;;;;;;;;;;;;;;;
2.02.2016;55.5;38.2;57.5;6.6;30.1;;;;;;;;;;;;;;;;;;;;;;
3.02.2016;51.6;33.1;53.0;2.7;30.3;;;;;;;;;;;;;;;;;;;;;;
4.02.2016;52.7;33.0;54.1;2.2;30.2;;;;;;;;;;;;;;;;;;;;;;
5.02.2016;60.6;30.2;33.0;9.3;29.9;;;;;;;;;;;;;;;;;;;;;;
6.02.2016;51.0;45.6;82.4;8.8;29.7;;;;;;;;;;;;;;;;;;;;;;
7.02.2016;50.4;27.7;46.1;8.5;29.9;;;;;;;;;;;;;;;;;;;;;;
8.02.2016;46.4;30.7;58.1;3.5;30.1;;;;;;;;;;;;;;;;;;;;;;
9.02.2016;49.5;34.0;58.7;2.7;30.2;;;;;;;;;;;;;;;;;;;;;;
10.02.2016;51.3;33.5;54.6;4.0;30.1;;;;;;;;;;;;;;;;;;;;;;
11.02.2016;47.7;41.1;77.9;3.2;30.1;;;;;;;;;;;;;;;;;;;;;;
12.02.2016;56.2;49.3;77.8;4.0;30.1;;;;;;;;;;;;;;;;;;;;;;
13.02.2016;56.1;51.8;85.5;3.4;30.1;;;;;;;;;;;;;;;;;;;;;;
14.02.2016;56.8;47.8;74.3;1.7;30.1;;;;;;;;;;;;;;;;;;;;;;
15.02.2016;59.4;44.5;64.5;1.3;30.2;;;;;;;;;;;;;;;;;;;;;;
16.02.2016;62.7;46.6;60.9;2.3;30.3;;;;;;;;;;;;;;;;;;;;;;
17.02.2016;64.7;46.7;58.6;2.4;30.2;;;;;;;;;;;;;;;;;;;;;;
18.02.2016;65.8;45.3;53.3;2.0;30.0;;;;;;;;;;;;;;;;;;;;;;
19.02.2016;63.5;48.8;63.6;3.2;29.8;;;;;;;;;;;;;;;;;;;;;;
20.02.2016;62.8;54.8;78.5;4.9;29.8;;;;;;;;;;;;;;;;;;;;;;
21.02.2016;58.0;54.2;87.9;5.1;29.7;;;;;;;;;;;;;;;;;;;;;;
22.02.2016;57.8;37.5;51.5;10.0;29.7;;;;;;;;;;;;;;;;;;;;;;
23.02.2016;60.6;39.1;47.9;4.4;29.9;;;;;;;;;;;;;;;;;;;;;;
24.02.2016;58.3;48.8;72.7;5.7;30.0;;;;;;;;;;;;;;;;;;;;;;
25.02.2016;61.0;48.5;66.2;3.0;30.0;;;;;;;;;;;;;;;;;;;;;;
26.02.2016;65.3;43.8;48.5;7.4;29.9;;;;;;;;;;;;;;;;;;;;;;
27.02.2016;64.9;47.8;55.4;8.9;29.9;;;;;;;;;;;;;;;;;;;;;;
28.02.2016;61.3;51.6;72.0;4.7;30.1;;;;;;;;;;;;;;;;;;;;;;
29.02.2016;64.0;46.9;61.3;2.0;30.2;;;;;;;;;;;;;;;;;;;;;;
1.03.2016;66.1;43.0;48.3;3.6;30.0;;;;;;;;;;;;;;;;;;;;;;
2.03.2016;67.4;37.8;37.9;6.8;29.8;;;;;;;;;;;;;;;;;;;;;;
3.03.2016;62.6;47.5;61.1;8.5;29.6;;;;;;;;;;;;;;;;;;;;;;
4.03.2016;58.5;50.1;75.8;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
5.03.2016;54.9;48.2;80.1;7.6;29.8;;;;;;;;;;;;;;;;;;;;;;
6.03.2016;55.3;43.7;68.1;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
7.03.2016;59.9;40.8;54.3;3.7;29.9;;;;;;;;;;;;;;;;;;;;;;
8.03.2016;63.1;38.3;43.5;5.8;29.8;;;;;;;;;;;;;;;;;;;;;;
9.03.2016;65.9;39.7;41.1;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
10.03.2016;64.6;47.9;57.2;10.0;29.8;;;;;;;;;;;;;;;;;;;;;;
11.03.2016;60.1;50.2;71.9;6.3;29.9;;;;;;;;;;;;;;;;;;;;;;
12.03.2016;61.3;49.9;69.4;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
13.03.2016;66.0;43.4;49.7;4.0;29.8;;;;;;;;;;;;;;;;;;;;;;
14.03.2016;61.6;48.4;64.4;11.8;29.5;;;;;;;;;;;;;;;;;;;;;;
15.03.2016;59.7;46.1;63.3;9.0;29.6;;;;;;;;;;;;;;;;;;;;;;
16.03.2016;55.5;41.7;62.1;6.6;29.8;;;;;;;;;;;;;;;;;;;;;;
17.03.2016;51.8;33.4;55.0;5.8;30.0;;;;;;;;;;;;;;;;;;;;;;
18.03.2016;54.5;36.7;54.4;6.7;30.0;;;;;;;;;;;;;;;;;;;;;;
19.03.2016;57.0;47.7;72.2;5.6;29.9;;;;;;;;;;;;;;;;;;;;;;
20.03.2016;61.6;39.5;46.9;4.5;29.7;;;;;;;;;;;;;;;;;;;;;;
21.03.2016;58.8;34.1;41.9;7.1;29.9;;;;;;;;;;;;;;;;;;;;;;
22.03.2016;57.9;37.9;51.6;6.1;30.0;;;;;;;;;;;;;;;;;;;;;;
23.03.2016;61.9;49.5;64.6;5.2;30.0;;;;;;;;;;;;;;;;;;;;;;
24.03.2016;68.3;44.2;47.0;7.2;29.8;;;;;;;;;;;;;;;;;;;;;;
25.03.2016;63.3;53.6;72.1;8.1;29.8;;;;;;;;;;;;;;;;;;;;;;
26.03.2016;63.0;47.8;61.4;8.8;29.8;;;;;;;;;;;;;;;;;;;;;;
27.03.2016;59.1;45.4;61.1;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
28.03.2016;56.2;45.9;70.6;7.2;29.7;;;;;;;;;;;;;;;;;;;;;;
29.03.2016;57.5;35.1;45.6;6.6;29.9;;;;;;;;;;;;;;;;;;;;;;
30.03.2016;59.1;43.3;58.8;5.4;30.0;;;;;;;;;;;;;;;;;;;;;;
31.03.2016;60.4;45.8;63.8;4.5;30.1;;;;;;;;;;;;;;;;;;;;;;
1.04.2016;63.0;42.8;54.5;4.4;30.1;;;;;;;;;;;;;;;;;;;;;;
2.04.2016;64.2;37.9;44.4;3.1;30.0;;;;;;;;;;;;;;;;;;;;;;
3.04.2016;65.2;41.9;49.0;3.7;29.9;;;;;;;;;;;;;;;;;;;;;;
4.04.2016;67.0;38.1;42.7;3.1;29.8;;;;;;;;;;;;;;;;;;;;;;
5.04.2016;69.4;40.7;40.4;3.2;29.7;;;;;;;;;;;;;;;;;;;;;;
6.04.2016;72.1;43.4;38.9;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
7.04.2016;68.8;55.3;65.2;4.1;29.8;;;;;;;;;;;;;;;;;;;;;;
8.04.2016;69.3;53.8;62.6;2.1;29.9;;;;;;;;;;;;;;;;;;;;;;
9.04.2016;74.3;49.8;45.7;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
10.04.2016;68.2;57.3;69.1;6.8;29.7;;;;;;;;;;;;;;;;;;;;;;
11.04.2016;64.3;55.0;73.5;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
12.04.2016;58.9;52.1;78.2;3.8;29.7;;;;;;;;;;;;;;;;;;;;;;
13.04.2016;61.9;52.4;74.0;2.6;29.7;;;;;;;;;;;;;;;;;;;;;;
14.04.2016;64.8;54.2;71.7;5.4;29.8;;;;;;;;;;;;;;;;;;;;;;
15.04.2016;66.8;58.7;76.0;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
16.04.2016;68.7;58.2;71.7;3.8;30.0;;;;;;;;;;;;;;;;;;;;;;
17.04.2016;68.5;56.5;69.7;4.1;30.0;;;;;;;;;;;;;;;;;;;;;;
18.04.2016;71.4;55.0;63.4;3.2;29.9;;;;;;;;;;;;;;;;;;;;;;
19.04.2016;74.1;46.5;46.9;3.7;29.9;;;;;;;;;;;;;;;;;;;;;;
20.04.2016;75.7;43.9;38.3;3.6;29.9;;;;;;;;;;;;;;;;;;;;;;
21.04.2016;68.0;32.0;26.0;14.0;29.9;;;;;;;;;;;;;;;;;;;;;;
22.04.2016;70.7;28.5;24.3;8.1;29.9;;;;;;;;;;;;;;;;;;;;;;
23.04.2016;70.2;37.9;36.9;4.5;29.8;;;;;;;;;;;;;;;;;;;;;;
24.04.2016;68.8;47.6;49.3;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
25.04.2016;68.1;52.3;60.0;7.5;29.6;;;;;;;;;;;;;;;;;;;;;;
26.04.2016;70.0;55.6;62.0;6.8;29.7;;;;;;;;;;;;;;;;;;;;;;
27.04.2016;67.5;54.4;64.6;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
28.04.2016;66.9;55.1;67.5;4.9;29.8;;;;;;;;;;;;;;;;;;;;;;
29.04.2016;68.0;55.6;67.5;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
30.04.2016;69.1;57.4;68.4;3.3;29.8;;;;;;;;;;;;;;;;;;;;;;
1.05.2016;76.3;48.5;45.3;5.1;29.7;;;;;;;;;;;;;;;;;;;;;;
2.05.2016;72.8;62.1;71.1;4.4;29.8;;;;;;;;;;;;;;;;;;;;;;
3.05.2016;72.0;62.6;74.0;4.3;29.7;;;;;;;;;;;;;;;;;;;;;;
4.05.2016;68.2;56.7;68.3;11.8;29.7;;;;;;;;;;;;;;;;;;;;;;
5.05.2016;64.3;56.2;76.1;7.7;29.7;;;;;;;;;;;;;;;;;;;;;;
6.05.2016;60.6;54.3;80.5;6.4;29.7;;;;;;;;;;;;;;;;;;;;;;
7.05.2016;61.9;54.1;76.3;7.3;29.8;;;;;;;;;;;;;;;;;;;;;;
8.05.2016;65.8;53.3;67.2;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
9.05.2016;70.2;51.8;58.6;3.0;29.9;;;;;;;;;;;;;;;;;;;;;;
10.05.2016;72.5;51.7;52.5;3.8;29.8;;;;;;;;;;;;;;;;;;;;;;
11.05.2016;71.3;60.5;70.2;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
12.05.2016;72.0;61.3;70.2;5.9;29.8;;;;;;;;;;;;;;;;;;;;;;
13.05.2016;70.9;62.9;75.5;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
14.05.2016;72.4;60.6;69.0;3.2;29.9;;;;;;;;;;;;;;;;;;;;;;
15.05.2016;74.2;62.6;69.8;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
16.05.2016;77.2;63.2;66.3;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
17.05.2016;73.6;63.3;71.5;6.7;29.7;;;;;;;;;;;;;;;;;;;;;;
18.05.2016;71.0;58.7;66.8;8.0;29.7;;;;;;;;;;;;;;;;;;;;;;
19.05.2016;69.8;55.4;63.1;7.1;29.8;;;;;;;;;;;;;;;;;;;;;;
20.05.2016;70.7;58.7;67.7;6.5;29.9;;;;;;;;;;;;;;;;;;;;;;
21.05.2016;70.6;60.4;71.4;3.4;29.9;;;;;;;;;;;;;;;;;;;;;;
22.05.2016;73.4;56.1;58.8;3.5;29.7;;;;;;;;;;;;;;;;;;;;;;
23.05.2016;68.8;58.3;70.0;8.1;29.7;;;;;;;;;;;;;;;;;;;;;;
24.05.2016;70.4;57.1;65.2;6.7;29.7;;;;;;;;;;;;;;;;;;;;;;
25.05.2016;70.5;60.2;71.0;7.6;29.8;;;;;;;;;;;;;;;;;;;;;;
26.05.2016;70.9;58.3;66.5;4.1;29.6;;;;;;;;;;;;;;;;;;;;;;
27.05.2016;69.5;55.9;65.1;4.3;29.7;;;;;;;;;;;;;;;;;;;;;;
28.05.2016;66.4;56.5;71.8;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
29.05.2016;68.4;57.6;70.5;4.9;29.8;;;;;;;;;;;;;;;;;;;;;;
30.05.2016;71.8;62.9;74.6;5.1;29.9;;;;;;;;;;;;;;;;;;;;;;
31.05.2016;73.7;63.8;73.0;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
1.06.2016;75.1;65.2;73.2;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
2.06.2016;76.0;67.4;76.0;5.4;29.8;;;;;;;;;;;;;;;;;;;;;;
3.06.2016;75.3;67.0;77.1;4.9;29.7;;;;;;;;;;;;;;;;;;;;;;
4.06.2016;76.6;67.5;75.0;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
5.06.2016;76.8;67.0;73.3;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
6.06.2016;75.4;66.7;75.9;5.4;29.8;;;;;;;;;;;;;;;;;;;;;;
7.06.2016;73.9;65.8;77.2;6.9;29.7;;;;;;;;;;;;;;;;;;;;;;
8.06.2016;76.2;65.5;72.0;4.5;29.7;;;;;;;;;;;;;;;;;;;;;;
9.06.2016;73.7;64.4;74.0;5.9;29.6;;;;;;;;;;;;;;;;;;;;;;
10.06.2016;74.0;65.7;77.0;6.8;29.7;;;;;;;;;;;;;;;;;;;;;;
11.06.2016;73.5;64.6;75.2;7.0;29.8;;;;;;;;;;;;;;;;;;;;;;
12.06.2016;74.8;66.0;75.5;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
13.06.2016;77.0;67.5;74.4;4.4;29.7;;;;;;;;;;;;;;;;;;;;;;
14.06.2016;77.2;68.0;74.8;4.8;29.7;;;;;;;;;;;;;;;;;;;;;;
15.06.2016;76.8;67.2;74.2;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
16.06.2016;78.3;69.0;74.1;6.5;29.7;;;;;;;;;;;;;;;;;;;;;;
17.06.2016;85.1;58.5;49.2;9.4;29.7;;;;;;;;;;;;;;;;;;;;;;
18.06.2016;88.0;55.4;34.0;9.0;29.7;;;;;;;;;;;;;;;;;;;;;;
19.06.2016;87.7;61.7;45.7;5.7;29.7;;;;;;;;;;;;;;;;;;;;;;
20.06.2016;90.2;63.2;43.9;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
21.06.2016;86.7;73.0;67.0;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
22.06.2016;84.8;73.3;71.5;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
23.06.2016;85.0;74.3;72.7;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
24.06.2016;84.2;75.0;76.4;6.2;29.6;;;;;;;;;;;;;;;;;;;;;;
25.06.2016;84.3;75.2;76.4;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
26.06.2016;84.0;75.8;77.7;5.7;29.7;;;;;;;;;;;;;;;;;;;;;;
27.06.2016;83.0;72.5;72.2;7.6;29.6;;;;;;;;;;;;;;;;;;;;;;
28.06.2016;79.6;69.2;71.3;6.8;29.6;;;;;;;;;;;;;;;;;;;;;;
29.06.2016;80.5;71.6;74.6;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
30.06.2016;80.7;70.3;71.5;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
1.07.2016;81.3;69.3;68.0;6.8;29.7;;;;;;;;;;;;;;;;;;;;;;
2.07.2016;82.7;73.3;74.9;6.5;29.6;;;;;;;;;;;;;;;;;;;;;;
3.07.2016;83.2;73.8;75.6;7.0;29.6;;;;;;;;;;;;;;;;;;;;;;
4.07.2016;83.1;74.3;76.9;6.9;29.5;;;;;;;;;;;;;;;;;;;;;;
5.07.2016;83.9;73.6;73.6;6.7;29.5;;;;;;;;;;;;;;;;;;;;;;
6.07.2016;83.8;73.3;73.1;6.4;29.5;;;;;;;;;;;;;;;;;;;;;;
7.07.2016;83.5;74.1;75.4;5.6;29.6;;;;;;;;;;;;;;;;;;;;;;
8.07.2016;83.7;75.1;77.2;6.7;29.6;;;;;;;;;;;;;;;;;;;;;;
9.07.2016;84.1;69.2;65.5;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
10.07.2016;83.7;72.2;71.0;6.8;29.6;;;;;;;;;;;;;;;;;;;;;;
11.07.2016;84.9;70.5;65.8;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
12.07.2016;84.1;66.0;58.0;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
13.07.2016;83.8;68.8;63.8;5.1;29.7;;;;;;;;;;;;;;;;;;;;;;
14.07.2016;84.1;73.9;73.3;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
15.07.2016;84.9;75.3;74.8;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
16.07.2016;85.1;76.4;76.7;5.9;29.6;;;;;;;;;;;;;;;;;;;;;;
17.07.2016;84.3;76.0;77.6;5.9;29.6;;;;;;;;;;;;;;;;;;;;;;
18.07.2016;85.2;75.7;74.7;6.4;29.6;;;;;;;;;;;;;;;;;;;;;;
19.07.2016;83.5;73.7;74.3;6.7;29.5;;;;;;;;;;;;;;;;;;;;;;
20.07.2016;82.9;71.5;69.2;7.3;29.6;;;;;;;;;;;;;;;;;;;;;;
21.07.2016;83.3;73.6;74.2;7.4;29.7;;;;;;;;;;;;;;;;;;;;;;
22.07.2016;82.9;71.9;70.3;7.2;29.7;;;;;;;;;;;;;;;;;;;;;;
23.07.2016;84.2;74.3;73.9;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
24.07.2016;85.7;73.2;69.6;6.2;29.5;;;;;;;;;;;;;;;;;;;;;;
25.07.2016;85.9;69.3;63.1;7.0;29.5;;;;;;;;;;;;;;;;;;;;;;
26.07.2016;84.4;74.1;73.3;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
27.07.2016;84.7;74.5;74.0;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
28.07.2016;85.3;74.5;72.5;6.3;29.6;;;;;;;;;;;;;;;;;;;;;;
29.07.2016;85.3;74.1;72.5;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
30.07.2016;85.6;75.5;74.1;6.3;29.6;;;;;;;;;;;;;;;;;;;;;;
31.07.2016;86.6;74.3;69.3;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
1.08.2016;88.0;69.8;60.6;4.7;29.6;;;;;;;;;;;;;;;;;;;;;;
2.08.2016;86.5;75.2;71.7;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
3.08.2016;85.8;76.3;74.6;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
4.08.2016;86.4;76.2;73.1;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
5.08.2016;86.3;78.1;77.3;7.3;29.6;;;;;;;;;;;;;;;;;;;;;;
6.08.2016;83.8;74.5;74.6;8.3;29.6;;;;;;;;;;;;;;;;;;;;;;
7.08.2016;85.3;75.8;74.3;8.1;29.6;;;;;;;;;;;;;;;;;;;;;;
8.08.2016;86.8;76.7;74.1;6.8;29.6;;;;;;;;;;;;;;;;;;;;;;
9.08.2016;86.0;76.3;74.8;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
10.08.2016;85.5;77.2;77.2;6.5;29.6;;;;;;;;;;;;;;;;;;;;;;
11.08.2016;86.0;76.6;74.9;6.9;29.6;;;;;;;;;;;;;;;;;;;;;;
12.08.2016;85.0;75.3;74.6;6.7;29.7;;;;;;;;;;;;;;;;;;;;;;
13.08.2016;85.4;75.7;74.3;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
14.08.2016;86.4;76.1;73.4;5.7;29.7;;;;;;;;;;;;;;;;;;;;;;
15.08.2016;86.1;76.1;74.0;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
16.08.2016;83.8;75.0;76.5;9.1;29.6;;;;;;;;;;;;;;;;;;;;;;
17.08.2016;83.5;74.3;75.5;8.0;29.6;;;;;;;;;;;;;;;;;;;;;;
18.08.2016;84.8;73.0;70.3;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
19.08.2016;84.5;74.7;74.6;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
20.08.2016;84.8;73.7;71.9;4.9;29.7;;;;;;;;;;;;;;;;;;;;;;
21.08.2016;85.0;72.6;69.2;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
22.08.2016;83.4;69.2;65.5;5.4;29.7;;;;;;;;;;;;;;;;;;;;;;
23.08.2016;84.1;71.1;68.1;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
24.08.2016;85.5;70.8;66.2;5.0;29.6;;;;;;;;;;;;;;;;;;;;;;
25.08.2016;85.8;74.5;71.5;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
26.08.2016;84.0;73.1;72.2;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
27.08.2016;83.5;71.1;68.3;5.5;29.8;;;;;;;;;;;;;;;;;;;;;;
28.08.2016;82.5;70.8;69.3;5.6;29.8;;;;;;;;;;;;;;;;;;;;;;
29.08.2016;81.7;68.8;66.8;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
30.08.2016;82.6;70.6;68.6;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
31.08.2016;82.7;72.5;73.0;6.3;29.7;;;;;;;;;;;;;;;;;;;;;;
1.09.2016;84.1;71.7;69.0;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
2.09.2016;84.2;72.5;70.6;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
3.09.2016;80.3;69.5;71.1;7.6;29.6;;;;;;;;;;;;;;;;;;;;;;
4.09.2016;79.9;67.6;66.9;6.8;29.7;;;;;;;;;;;;;;;;;;;;;;
5.09.2016;81.1;69.9;69.8;6.1;29.8;;;;;;;;;;;;;;;;;;;;;;
6.09.2016;82.3;71.2;69.8;6.0;29.8;;;;;;;;;;;;;;;;;;;;;;
7.09.2016;82.8;70.6;68.7;5.8;29.8;;;;;;;;;;;;;;;;;;;;;;
8.09.2016;82.5;69.8;68.7;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
9.09.2016;82.4;71.6;70.8;5.7;29.7;;;;;;;;;;;;;;;;;;;;;;
10.09.2016;82.1;72.2;73.2;5.2;29.7;;;;;;;;;;;;;;;;;;;;;;
11.09.2016;82.7;73.2;74.8;4.9;29.8;;;;;;;;;;;;;;;;;;;;;;
12.09.2016;83.6;71.2;68.6;7.0;29.7;;;;;;;;;;;;;;;;;;;;;;
13.09.2016;81.3;68.8;67.0;7.1;29.7;;;;;;;;;;;;;;;;;;;;;;
14.09.2016;80.3;70.7;73.2;7.0;29.7;;;;;;;;;;;;;;;;;;;;;;
15.09.2016;78.0;67.4;70.9;6.6;29.7;;;;;;;;;;;;;;;;;;;;;;
16.09.2016;76.9;63.6;67.4;5.2;29.7;;;;;;;;;;;;;;;;;;;;;;
17.09.2016;78.5;58.2;54.3;5.7;29.8;;;;;;;;;;;;;;;;;;;;;;
18.09.2016;78.0;59.2;57.1;6.0;29.8;;;;;;;;;;;;;;;;;;;;;;
19.09.2016;79.3;67.4;68.7;6.1;29.8;;;;;;;;;;;;;;;;;;;;;;
20.09.2016;78.9;70.9;76.4;5.1;29.7;;;;;;;;;;;;;;;;;;;;;;
21.09.2016;78.8;67.1;69.9;6.6;29.7;;;;;;;;;;;;;;;;;;;;;;
22.09.2016;75.6;66.6;75.5;8.6;29.8;;;;;;;;;;;;;;;;;;;;;;
23.09.2016;75.6;57.1;57.7;8.7;29.8;;;;;;;;;;;;;;;;;;;;;;
24.09.2016;74.0;39.7;30.3;10.7;29.9;;;;;;;;;;;;;;;;;;;;;;
25.09.2016;71.9;37.9;33.0;7.8;29.8;;;;;;;;;;;;;;;;;;;;;;
26.09.2016;71.8;48.4;47.9;4.2;29.8;;;;;;;;;;;;;;;;;;;;;;
27.09.2016;73.3;56.2;58.9;5.4;29.8;;;;;;;;;;;;;;;;;;;;;;
28.09.2016;75.1;59.3;62.3;5.8;29.9;;;;;;;;;;;;;;;;;;;;;;
29.09.2016;74.0;53.3;52.4;5.8;29.9;;;;;;;;;;;;;;;;;;;;;;
30.09.2016;74.0;51.6;50.7;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
1.10.2016;74.1;45.6;42.7;4.4;29.9;;;;;;;;;;;;;;;;;;;;;;
2.10.2016;76.8;44.9;38.0;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
3.10.2016;78.4;46.1;36.8;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
4.10.2016;76.6;55.2;51.8;4.5;29.8;;;;;;;;;;;;;;;;;;;;;;
5.10.2016;75.7;65.6;73.4;5.4;29.8;;;;;;;;;;;;;;;;;;;;;;
6.10.2016;75.4;65.8;74.5;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
7.10.2016;74.7;63.6;71.4;5.0;29.9;;;;;;;;;;;;;;;;;;;;;;
8.10.2016;74.0;63.1;71.1;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
9.10.2016;75.1;64.3;71.5;5.3;29.9;;;;;;;;;;;;;;;;;;;;;;
10.10.2016;75.3;65.1;72.7;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
11.10.2016;75.7;66.0;74.0;6.3;29.9;;;;;;;;;;;;;;;;;;;;;;
12.10.2016;75.9;66.2;73.8;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
13.10.2016;76.3;67.3;74.9;5.6;29.9;;;;;;;;;;;;;;;;;;;;;;
14.10.2016;76.5;65.8;71.2;7.0;29.8;;;;;;;;;;;;;;;;;;;;;;
15.10.2016;74.2;45.5;42.9;5.9;29.9;;;;;;;;;;;;;;;;;;;;;;
16.10.2016;71.2;38.4;36.9;4.6;29.9;;;;;;;;;;;;;;;;;;;;;;
17.10.2016;70.8;42.9;41.6;3.9;29.8;;;;;;;;;;;;;;;;;;;;;;
18.10.2016;70.8;50.5;50.5;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
19.10.2016;68.6;48.5;52.8;3.4;29.9;;;;;;;;;;;;;;;;;;;;;;
20.10.2016;69.7;55.9;63.5;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
21.10.2016;70.5;50.1;54.1;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
22.10.2016;70.5;51.3;54.8;3.3;29.9;;;;;;;;;;;;;;;;;;;;;;
23.10.2016;71.3;58.9;67.3;5.3;29.9;;;;;;;;;;;;;;;;;;;;;;
24.10.2016;71.8;62.0;72.5;5.2;29.9;;;;;;;;;;;;;;;;;;;;;;
25.10.2016;72.5;49.9;53.6;5.5;29.8;;;;;;;;;;;;;;;;;;;;;;
26.10.2016;68.7;38.5;38.1;5.5;29.8;;;;;;;;;;;;;;;;;;;;;;
