Date,Temp(°C),DewPoint(°C),Humidi(%),WindSpeed(mps),Press(hpa),SST(°C)
12-Jun-16,22.88888889,16.66666667,70.2,2.235136343,1009.14422,24.3
13-Jun-16,23.05555556,17.61111111,72.8,2.592758158,1005.75783,24.4
14-Jun-16,22.16666667,15.88888889,70.4,1.877514528,1002.37144,24.3
15-Jun-16,24.11111111,15.61111111,60.8,3.71032633,998.98505,24.6
16-Jun-16,29.44444444,13.11111111,39.3,3.889137237,1002.37144,24.7
17-Jun-16,32.33333333,7.833333333,22.9,6.079570854,1005.75783,25.5
18-Jun-16,33,8.888888889,23.7,4.604380867,1002.37144,25.2
19-Jun-16,31.72222222,12.27777778,33.2,3.844434511,1002.37144,25.9
20-Jun-16,32.33333333,12.77777778,32.8,3.71032633,1002.37144,26.2
21-Jun-16,34.11111111,11.72222222,27.1,4.112650872,1002.37144,26.5
22-Jun-16,32.72222222,14.83333333,36.8,3.576218149,1002.37144,26.6
23-Jun-16,31.94444444,18.16666667,49,2.950379973,998.98505,26.8
24-Jun-16,32.61111111,19.5,51.5,3.039785427,998.98505,27.2
25-Jun-16,31.61111111,19.05555556,51.8,3.173893608,998.98505,27.3
26-Jun-16,28.77777778,20.66666667,62.5,2.860974519,1002.37144,27.2
27-Jun-16,25.72222222,20.22222222,71.7,3.218596334,1002.37144,26.8
28-Jun-16,26.16666667,21.11111111,73.8,2.369244524,998.98505,26.8
29-Jun-16,25.38888889,20.5,74.4,2.592758158,998.98505,26.9
30-Jun-16,26.72222222,17.38888889,57.9,3.397407242,1002.37144,26.9
1-Jul-16,29.55555556,18.05555556,52.7,3.799731784,1002.37144,27.4
2-Jul-16,31.44444444,16.05555556,43.4,4.157353599,1002.37144,27.6
3-Jul-16,30.11111111,18,51.8,2.771569066,998.98505,27.8
4-Jul-16,30.16666667,18.22222222,51.4,3.755029057,995.59866,28
5-Jul-16,32.94444444,11.61111111,28.1,5.364327224,998.98505,28.4
6-Jul-16,32,13.11111111,32.8,4.55967814,998.98505,28.2
7-Jul-16,28.5,19.88888889,62.4,2.548055431,998.98505,27.9
8-Jul-16,32.05555556,16.83333333,42.8,4.202056325,998.98505,27.9
9-Jul-16,30.83333333,15.16666667,42.4,4.023245418,1002.37144,28.1
10-Jul-16,30.22222222,16.44444444,46.9,3.308001788,998.98505,28.3
11-Jul-16,30.44444444,13.66666667,40.5,4.336164506,1002.37144,28.2
12-Jul-16,30.38888889,13.5,40.2,3.218596334,1002.37144,28.4
13-Jul-16,29.16666667,16.16666667,48.4,2.458649978,1002.37144,28.6
14-Jul-16,28.38888889,20.27777778,63.4,2.056325436,998.98505,28.8
15-Jul-16,28,23.44444444,76.6,2.14573089,998.98505,29
16-Jul-16,28.66666667,24.61111111,79.4,2.235136343,1002.37144,29.2
17-Jul-16,28.83333333,25,80.4,2.548055431,998.98505,29.1
18-Jul-16,28.38888889,24.22222222,79.5,2.101028163,995.59866,28.9
19-Jul-16,27.94444444,23.61111111,78.5,2.324541797,995.59866,28.8
20-Jul-16,28.16666667,23.22222222,75.7,2.458649978,998.98505,28.7
21-Jul-16,27.83333333,22.88888889,75.2,2.548055431,1002.37144,28.8
22-Jul-16,28.16666667,22.27777778,70.8,2.771569066,1002.37144,28.9
23-Jul-16,29.66666667,22.11111111,67,2.592758158,1002.37144,29.3
24-Jul-16,32.61111111,14.38888889,39.1,4.067948145,998.98505,29.5
25-Jul-16,32.44444444,11.22222222,29.6,4.246759052,998.98505,29.4
26-Jul-16,30.72222222,15.61111111,46.1,2.860974519,998.98505,29.3
27-Jul-16,29.05555556,21,64.8,2.458649978,998.98505,29.3
28-Jul-16,28.83333333,22.72222222,70.6,2.190433616,998.98505,29.3
29-Jul-16,29.44444444,23.83333333,72.3,2.369244524,998.98505,29.4
30-Jul-16,29.22222222,24.44444444,76,2.235136343,998.98505,29.4
31-Jul-16,29.72222222,23.33333333,70.7,2.369244524,998.98505,29.7
1-Aug-16,30.72222222,22.61111111,64.4,2.369244524,998.98505,29.8
2-Aug-16,31.05555556,21.94444444,60.3,2.816271793,998.98505,29.9
3-Aug-16,29.77777778,24.44444444,73.2,2.324541797,998.98505,29.9
4-Aug-16,31,22.22222222,61.5,3.620920876,998.98505,29.9
5-Aug-16,30.77777778,21.05555556,58.1,3.263299061,998.98505,29.9
6-Aug-16,30.44444444,18.88888889,51.6,3.084488154,998.98505,30
7-Aug-16,31.38888889,21.16666667,56.4,3.531515422,998.98505,30.1
8-Aug-16,32.5,19.5,51.9,3.531515422,1002.37144,30.2
9-Aug-16,32.11111111,19.44444444,53.2,3.397407242,998.98505,30.2
10-Aug-16,29.61111111,23.5,70.7,2.905677246,998.98505,30.1
11-Aug-16,28.72222222,23.5,74.1,2.503352705,1002.37144,29.9
12-Aug-16,29.05555556,24.22222222,76.2,2.413947251,1002.37144,29.9
13-Aug-16,29.38888889,24.83333333,77,2.413947251,1002.37144,29.9
14-Aug-16,30.33333333,20.55555556,56.7,3.889137237,1002.37144,29.8
15-Aug-16,30.11111111,18.83333333,52.8,3.129190881,1002.37144,29.7
16-Aug-16,28.5,22.61111111,70.6,2.548055431,998.98505,29.6
17-Aug-16,30.94444444,13.77777778,41.9,4.380867233,998.98505,29.8
18-Aug-16,29.66666667,16.16666667,49.9,3.173893608,998.98505,29.8
19-Aug-16,28.66666667,20.5,63.9,2.369244524,998.98505,29.7
20-Aug-16,28.11111111,23.77777778,78.1,2.413947251,1002.37144,29.7
21-Aug-16,28.38888889,23.55555556,76,2.369244524,1002.37144,29.6
22-Aug-16,28.22222222,21.11111111,66.3,2.503352705,1002.37144,29.6
23-Aug-16,27.88888889,22.38888889,72.8,2.413947251,1002.37144,29.6
24-Aug-16,28,22.61111111,73.6,2.27983907,1002.37144,29.7
25-Aug-16,27.33333333,22,73.8,2.011622709,1002.37144,29.7
26-Aug-16,27.66666667,22.27777778,73.2,2.413947251,1002.37144,29.6
27-Aug-16,27.94444444,22.27777778,72,2.592758158,1005.75783,29.5
28-Aug-16,27.55555556,21.33333333,69.1,2.548055431,1005.75783,29.4
29-Aug-16,26.94444444,21.05555556,69.9,2.637460885,1005.75783,29.5
30-Aug-16,26.38888889,20.27777778,69.2,2.682163612,1002.37144,29.4
31-Aug-16,26.38888889,20.66666667,71.2,2.27983907,1002.37144,29.4
1-Sep-16,30.83333333,16.94444444,48.2,4.157353599,1002.37144,29.4
2-Sep-16,29.44444444,15.5,46,4.380867233,998.98505,29.3
3-Sep-16,26.77777778,16.27777778,55.2,4.55967814,998.98505,29.2
4-Sep-16,26.88888889,16.83333333,54.4,2.771569066,1002.37144,29
5-Sep-16,26.05555556,18.5,63.6,3.173893608,1005.75783,28.9
6-Sep-16,26.16666667,20.5,71.2,3.129190881,1009.14422,28.8
7-Sep-16,25.61111111,18,63.4,2.860974519,1009.14422,28.8
8-Sep-16,28.44444444,16.94444444,54.7,3.173893608,1002.37144,28.8
9-Sep-16,28.22222222,20.11111111,65,2.905677246,1002.37144,28.8
10-Sep-16,27.38888889,21.83333333,73.4,2.011622709,1002.37144,28.8
11-Sep-16,26.55555556,22.11111111,77,2.771569066,1005.75783,28.8
12-Sep-16,25.83333333,19.88888889,70.1,2.458649978,1005.75783,28.6
13-Sep-16,26,19.94444444,69.1,2.235136343,1002.37144,28.4
14-Sep-16,26.66666667,20.94444444,71.2,2.637460885,1002.37144,28.4
15-Sep-16,25.61111111,20.5,73.3,2.548055431,1002.37144,28.4
16-Sep-16,26.61111111,14.66666667,50.8,3.442109969,1005.75783,28.5
17-Sep-16,26.77777778,10.44444444,40.9,4.336164506,1005.75783,28.5
18-Sep-16,25.55555556,12,45.7,2.816271793,1005.75783,28.3
19-Sep-16,25.44444444,17.33333333,61.9,2.235136343,1005.75783,28.1
20-Sep-16,23,19.22222222,80.1,3.084488154,1002.37144,28
21-Sep-16,22.83333333,16.22222222,68,2.905677246,1002.37144,27.9
22-Sep-16,23.66666667,16.16666667,64.1,3.71032633,1005.75783,27.6
23-Sep-16,24.22222222,7.833333333,38,8.27000447,1009.14422,27.5
24-Sep-16,22.55555556,3.388888889,29.5,5.27492177,1009.14422,27
25-Sep-16,21.61111111,5,35.6,3.933839964,1005.75783,26.7
26-Sep-16,21.05555556,9.166666667,48.8,2.771569066,1005.75783,26.5
27-Sep-16,21.83333333,11.83333333,55.7,2.860974519,1009.14422,26.4
28-Sep-16,24.83333333,8.166666667,37.7,4.067948145,1012.53061,26.3
29-Sep-16,23.38888889,8.166666667,39.8,3.486812696,1012.53061,26.3
30-Sep-16,24.88888889,9.5,41.7,4.157353599,1009.14422,26.3
1-Oct-16,22.88888889,12.38888889,55,2.458649978,1009.14422,26.2
2-Oct-16,23,12.83333333,55.7,2.011622709,1009.14422,26.3
3-Oct-16,23.55555556,12.44444444,51.9,2.011622709,1009.14422,26.3
4-Oct-16,23.27777778,14.55555556,60.3,1.832811802,1005.75783,26.2
5-Oct-16,22.61111111,18.44444444,78.2,2.190433616,1002.37144,26.1
6-Oct-16,22.61111111,18.5,79.2,2.101028163,1005.75783,26
7-Oct-16,22,16.33333333,71.5,2.369244524,1009.14422,26
8-Oct-16,21.94444444,16.33333333,70.7,2.637460885,1009.14422,25.9
9-Oct-16,23.33333333,16.33333333,66.5,2.9950827,1009.14422,26.1
10-Oct-16,22.5,15.33333333,64.9,2.235136343,1009.14422,25.9
11-Oct-16,22.22222222,16.88888889,73.1,2.011622709,1009.14422,25.8
12-Oct-16,22.55555556,18.5,78.3,2.369244524,1009.14422,25.6
13-Oct-16,23.72222222,18.33333333,72.7,2.9950827,1009.14422,25.8
14-Oct-16,22.66666667,16.16666667,67.8,3.442109969,1009.14422,25.8
15-Oct-16,23.38888889,6.666666667,37.8,4.112650872,1009.14422,25.7
16-Oct-16,20.94444444,4.888888889,37.8,2.905677246,1009.14422,25.6
17-Oct-16,20.22222222,11.16666667,57.5,2.413947251,1009.14422,25.2
18-Oct-16,21.11111111,10.05555556,52.2,3.442109969,1005.75783,25.1
19-Oct-16,20.27777778,9.777777778,52.1,2.860974519,1009.14422,24.9
20-Oct-16,20.44444444,13.77777778,66.5,2.592758158,1009.14422,25
21-Oct-16,20.22222222,14.33333333,70.1,2.816271793,1009.14422,25
22-Oct-16,20.38888889,13.11111111,64.6,2.726866339,1009.14422,24.9
23-Oct-16,20.72222222,14.44444444,68.5,2.14573089,1009.14422,24.9
24-Oct-16,23.44444444,13.33333333,55.8,3.576218149,1009.14422,24.8
25-Oct-16,23.33333333,6.444444444,35.5,4.917299955,1009.14422,24.9
26-Oct-16,21,4.666666667,36.5,3.799731784,1005.75783,24.7
27-Oct-16,19.44444444,9.111111111,53,2.14573089,1009.14422,24.5
28-Oct-16,21.44444444,7.944444444,45,2.235136343,1012.53061,24.4
29-Oct-16,20.44444444,10.33333333,54.8,2.27983907,1012.53061,24.3
30-Oct-16,20.38888889,12.5,63.1,2.905677246,1009.14422,24.5
31-Oct-16,18.72222222,6,48.4,6.303084488,1005.75783,24.3
1-Nov-16,16.44444444,-0.388888889,33.9,8.85113992,1005.75783,24
2-Nov-16,14.27777778,-3.222222222,32.4,4.470272687,1012.53061,23.7
3-Nov-16,14.11111111,4.611111111,54.1,2.592758158,1015.917,23.4
4-Nov-16,15.44444444,8.611111111,65.5,2.771569066,1015.917,23.3
5-Nov-16,16.22222222,10.88888889,72.7,2.27983907,1012.53061,23.3
6-Nov-16,16.88888889,12.11111111,75,2.14573089,1012.53061,23.1
7-Nov-16,19,14.83333333,77.6,2.682163612,1015.917,22.9
8-Nov-16,19,15.33333333,79.7,1.877514528,1015.917,22.9
9-Nov-16,19.16666667,15.44444444,79.7,1.877514528,1012.53061,22.9
10-Nov-16,21.05555556,15.16666667,69.9,5.498435405,1009.14422,23.1
11-Nov-16,17.38888889,12.44444444,73.9,2.682163612,1012.53061,22.9
12-Nov-16,17.05555556,11.55555556,71.2,2.27983907,1015.917,22.9
13-Nov-16,16.22222222,11.33333333,73.9,2.14573089,1012.53061,22.8
14-Nov-16,18.5,12.05555556,67.8,1.922217255,1012.53061,22.7
15-Nov-16,17.72222222,11.11111111,67.5,3.442109969,1009.14422,23
16-Nov-16,14.55555556,-0.888888889,35.4,10.147519,1009.14422,22.9
17-Nov-16,13.11111111,-1.333333333,38.7,4.157353599,1012.53061,22.5
18-Nov-16,13.22222222,1.944444444,48.5,2.682163612,1015.917,22.3
19-Nov-16,13.38888889,2,49.7,2.548055431,1015.917,22.3
20-Nov-16,14.05555556,0.722222222,43.5,2.056325436,1012.53061,22.1
21-Nov-16,13.66666667,2.777777778,50.6,2.101028163,1012.53061,22
22-Nov-16,14.38888889,5.555555556,57.9,2.369244524,1015.917,21.9
23-Nov-16,14.66666667,8.888888889,70,2.548055431,1015.917,21.8
24-Nov-16,14.11111111,7.388888889,66.6,2.413947251,1015.917,21.8
25-Nov-16,12.94444444,7.388888889,70.6,2.324541797,1012.53061,21.6
26-Nov-16,13.11111111,7.722222222,71.6,2.324541797,1012.53061,21.5
27-Nov-16,14.22222222,9.611111111,75.1,2.324541797,1012.53061,21.4
28-Nov-16,15.33333333,9.5,69.8,2.458649978,1012.53061,21.3
29-Nov-16,12.88888889,12.27777778,94.4,2.458649978,1005.75783,21.2
30-Nov-16,13.61111111,8,71.7,4.827894502,1002.37144,21.1
1-Dec-16,12.33333333,2.666666667,52.7,5.453732678,998.98505,21.1
2-Dec-16,9.944444444,-3.388888889,40.1,7.599463567,1005.75783,21
3-Dec-16,9.777777778,0.555555556,54.5,2.101028163,1015.917,20.8
4-Dec-16,13.5,7.833333333,69.8,2.101028163,1019.30339,20.6
5-Dec-16,13.66666667,7.277777778,67.3,2.9950827,1019.30339,20.8
6-Dec-16,11.55555556,-1.555555556,42.7,2.637460885,1019.30339,20.6
7-Dec-16,12,0,46.8,3.933839964,1019.30339,20.6
8-Dec-16,11.55555556,-4.277777778,33.7,5.721949039,1022.68978,20.4
9-Dec-16,9.111111111,-4.222222222,42.5,3.039785427,1019.30339,20.3
10-Dec-16,9.222222222,0.277777778,57.2,2.101028163,1015.917,20.2
11-Dec-16,10.61111111,3.555555556,65.2,1.966919982,1012.53061,20.1
12-Dec-16,13.44444444,8.666666667,73.9,2.190433616,1009.14422,20
13-Dec-16,13.11111111,5.666666667,64.6,5.319624497,1002.37144,20
14-Dec-16,7.277777778,-10.44444444,28.4,11.57800626,1009.14422,19.8
15-Dec-16,7.111111111,-9.388888889,31.8,4.55967814,1012.53061,19.7
16-Dec-16,8.277777778,-6.611111111,35.4,5.14081359,1015.917,19.5
17-Dec-16,8.333333333,-6.166666667,36.3,3.844434511,1019.30339,19.4
18-Dec-16,6.5,-8.111111111,36.3,3.978542691,1019.30339,19.2
19-Dec-16,7.166666667,-9.277777778,33.6,4.202056325,1019.30339,19.1
20-Dec-16,7.777777778,-6.888888889,38.1,3.665623603,1019.30339,19
21-Dec-16,8.722222222,-5.944444444,35.3,4.738489048,1009.14422,18.9
22-Dec-16,4.166666667,1.944444444,86.7,4.067948145,1009.14422,18.8
23-Dec-16,6.055555556,3.944444444,86.8,3.263299061,1012.53061,18.7
24-Dec-16,8.888888889,4.777777778,76.6,3.263299061,1012.53061,18.6
25-Dec-16,10.38888889,0.666666667,52.1,3.71032633,1009.14422,18.6
26-Dec-16,8.111111111,0.944444444,60.6,4.783191775,1009.14422,18.4
27-Dec-16,9.944444444,-2.222222222,43.3,5.856057219,1009.14422,18.4
28-Dec-16,7.166666667,1.111111111,68,3.173893608,1009.14422,18.2
29-Dec-16,10.83333333,4.333333333,66.7,5.721949039,1002.37144,18.1
30-Dec-16,7.277777778,1.944444444,70.3,5.364327224,1009.14422,18
31-Dec-16,7.388888889,0.111111111,61.6,3.352704515,1012.53061,18
1-Jan-17,6.611111111,-1.388888889,57.9,2.860974519,1015.917,17.9
2-Jan-17,7,1.888888889,70.9,3.755029057,1012.53061,17.8
3-Jan-17,6.222222222,-0.222222222,65.7,2.503352705,1015.917,17.7
4-Jan-17,7.055555556,2,71.5,2.27983907,1015.917,17.7
5-Jan-17,12.77777778,9.611111111,81.6,6.660706303,1009.14422,17.7
6-Jan-17,15.05555556,7.388888889,60.4,8.27000447,1009.14422,17.7
7-Jan-17,12.27777778,4.944444444,62,8.85113992,998.98505,17.7
8-Jan-17,7.333333333,0.666666667,64.3,3.889137237,998.98505,17.6
9-Jan-17,5.5,-4.777777778,50.5,3.486812696,1005.75783,17.6
10-Jan-17,5,3.111111111,88.2,3.755029057,1005.75783,17.6
11-Jan-17,7.055555556,2.888888889,76.6,2.548055431,1015.917,17.5
12-Jan-17,7.5,5.055555556,85.5,2.771569066,1015.917,17.4
13-Jan-17,8.333333333,-2.611111111,48.7,6.168976308,1012.53061,17.4
14-Jan-17,7.388888889,1.333333333,67,3.039785427,1009.14422,17.2
15-Jan-17,7.888888889,5.277777778,84.2,2.413947251,1012.53061,17.1
16-Jan-17,11.94444444,9.833333333,87.4,4.246759052,1012.53061,17.2
17-Jan-17,11,9.222222222,89.9,2.592758158,1012.53061,17.2
18-Jan-17,11.16666667,8.833333333,86.9,2.324541797,1012.53061,17.2
19-Jan-17,10.22222222,4.944444444,72,2.548055431,1015.917,17.2
20-Jan-17,11.22222222,3.666666667,63.5,4.157353599,1015.917,17.3
21-Jan-17,10.55555556,-1.333333333,44.9,4.872597228,1015.917,17.2
22-Jan-17,7.833333333,-3.666666667,46.9,3.173893608,1019.30339,17.1
23-Jan-17,7.333333333,-3.722222222,48.2,2.816271793,1019.30339,17
24-Jan-17,7.277777778,0.333333333,62.4,3.755029057,1012.53061,16.8
25-Jan-17,10.66666667,5.777777778,72.5,3.352704515,1005.75783,16.9
26-Jan-17,9.666666667,2.111111111,62.1,6.794814484,1005.75783,17
27-Jan-17,4.888888889,-10.66666667,32.8,11.44389808,1009.14422,17.2
28-Jan-17,4.388888889,-10.94444444,32.8,8.672329012,1015.917,17.2
29-Jan-17,4.944444444,-7.277777778,44.1,3.218596334,1019.30339,17.1
30-Jan-17,5.722222222,-4.666666667,49.9,2.726866339,1015.917,17
31-Jan-17,7.111111111,-10.77777778,31.3,6.70540903,1012.53061,16.9
1-Feb-17,7.222222222,-10.94444444,28.3,4.514975414,1019.30339,17
2-Feb-17,7.555555556,-5,43.2,2.860974519,1022.68978,16.9
3-Feb-17,8,1.888888889,67.1,2.682163612,1022.68978,16.8
4-Feb-17,8.5,5.555555556,83.1,1.698703621,1019.30339,16.8
5-Feb-17,10.27777778,7,81.3,1.609298167,1015.917,16.8
6-Feb-17,12.88888889,10.16666667,84.2,1.922217255,1015.917,16.8
7-Feb-17,11.33333333,10.38888889,93.7,1.877514528,1012.53061,16.9
8-Feb-17,13.77777778,7.5,68.9,3.665623603,1005.75783,16.7
9-Feb-17,13.94444444,8.166666667,68.7,3.308001788,1012.53061,16.5
10-Feb-17,12.55555556,8.833333333,80,2.235136343,1012.53061,16.4
11-Feb-17,12.33333333,6.388888889,68.8,2.905677246,1009.14422,16.6
12-Feb-17,12.72222222,-0.388888889,41.5,6.168976308,1009.14422,16.9
13-Feb-17,8.111111111,-9.777777778,28.2,7.912382655,1012.53061,16.9
14-Feb-17,7.277777778,-10.72222222,27.7,6.392489942,1012.53061,16.9
15-Feb-17,8.333333333,-9.666666667,27.8,8.582923558,1015.917,16.8
16-Feb-17,8.222222222,-9.722222222,28.1,8.448815378,1015.917,16.6
17-Feb-17,8.611111111,-5.777777778,37.6,4.649083594,1019.30339,16.5
18-Feb-17,8.388888889,1.166666667,61.3,2.369244524,1022.68978,16.5
19-Feb-17,9.722222222,5.222222222,74.6,2.682163612,1022.68978,16.3
20-Feb-17,10.22222222,5.555555556,74.8,2.771569066,1019.30339,16.2
21-Feb-17,11,6.888888889,77,2.235136343,1012.53061,16.2
22-Feb-17,11.77777778,7.944444444,78.3,2.458649978,1012.53061,16.4
23-Feb-17,11.94444444,6.277777778,70.6,2.905677246,1012.53061,16.4
24-Feb-17,13.22222222,8.055555556,71.4,3.039785427,1015.917,16.4
25-Feb-17,13.33333333,8.888888889,76.4,2.682163612,1019.30339,16.2
26-Feb-17,11.94444444,7,72.9,2.369244524,1015.917,16.3
27-Feb-17,12.94444444,7.944444444,72.8,1.475189987,1012.53061,16.8
28-Feb-17,14.77777778,4.333333333,54.4,2.726866339,1009.14422,16.4
1-Mar-17,16.55555556,5.388888889,50,3.352704515,1005.75783,16.3
2-Mar-17,12.94444444,8.5,75.6,4.917299955,1005.75783,16.4
3-Mar-17,13.83333333,5.666666667,60.4,4.246759052,1005.75783,16.5
4-Mar-17,15.61111111,2.444444444,49.4,4.604380867,1012.53061,16.6
5-Mar-17,13.44444444,1.555555556,47.8,3.218596334,1015.917,16.7
6-Mar-17,12.55555556,4.333333333,60.3,2.458649978,1012.53061,16.6
7-Mar-17,12.55555556,5.277777778,62.9,2.726866339,1009.14422,16.7
8-Mar-17,13.38888889,9.722222222,78.7,1.966919982,1009.14422,16.7
9-Mar-17,13.55555556,10.55555556,81.9,3.352704515,1005.75783,16.3
10-Mar-17,13,9.444444444,80.1,3.129190881,1002.37144,16.3
11-Mar-17,10.5,9.388888889,94,3.352704515,995.59866,16.4
12-Mar-17,10.83333333,8.555555556,86.9,3.889137237,998.98505,16.4
13-Mar-17,11.33333333,7.333333333,78.2,2.324541797,1005.75783,16.4
14-Mar-17,12.77777778,1.833333333,50.1,6.079570854,1009.14422,16.5
15-Mar-17,12.88888889,0.5,43.5,7.688869021,1009.14422,16.4
16-Mar-17,11.61111111,0.722222222,48.6,3.039785427,1009.14422,16.3
17-Mar-17,11,5.444444444,69.3,3.084488154,1005.75783,16.5
18-Mar-17,12.16666667,-3.944444444,35,5.587840858,1005.75783,16.6
19-Mar-17,11.22222222,3,59.1,2.682163612,1005.75783,16.6
20-Mar-17,12.88888889,7.111111111,69.6,2.816271793,1005.75783,16.6
21-Mar-17,14.61111111,9.277777778,72.5,2.771569066,1009.14422,16.6
22-Mar-17,13.88888889,10.61111111,82,1.877514528,1005.75783,16.7
23-Mar-17,14.44444444,7.555555556,68,2.682163612,1005.75783,16.8
24-Mar-17,16.55555556,2.888888889,43.6,3.889137237,1009.14422,16.9
25-Mar-17,14.88888889,5.777777778,57.5,2.771569066,1009.14422,16.9
26-Mar-17,14.5,9.611111111,73.3,2.458649978,1009.14422,17
27-Mar-17,15.5,12.05555556,79.9,2.324541797,1009.14422,17.1
28-Mar-17,14.77777778,10.11111111,75.1,1.966919982,1009.14422,17.2
29-Mar-17,15.16666667,9.666666667,71.7,2.369244524,1012.53061,17.2
30-Mar-17,17.38888889,8.388888889,57.4,2.905677246,1009.14422,17.2
31-Mar-17,14.55555556,10.61111111,78.3,3.755029057,1009.14422,17.2
1-Apr-17,14.33333333,10.38888889,78,2.860974519,1009.14422,17.4
2-Apr-17,15.11111111,11.16666667,78.8,2.682163612,1012.53061,17.5
3-Apr-17,16.55555556,10.33333333,68.8,3.129190881,1012.53061,17.5
4-Apr-17,15.22222222,10.83333333,76.3,1.922217255,1015.917,17.6
5-Apr-17,18,6.666666667,51.6,3.755029057,1009.14422,17.8
6-Apr-17,17.33333333,6.555555556,50,3.978542691,1002.37144,17.8
7-Apr-17,17.16666667,9.222222222,61.3,4.157353599,1005.75783,17.8
8-Apr-17,16.05555556,9.611111111,67,4.067948145,1005.75783,17.9
9-Apr-17,15.83333333,-0.5,33.8,7.241841752,1012.53061,17.8
10-Apr-17,14.88888889,0.666666667,39.9,5.096110863,1012.53061,17.6
11-Apr-17,14.61111111,3.277777778,49.7,2.816271793,1009.14422,17.6
12-Apr-17,18.72222222,6.222222222,46.8,4.067948145,1005.75783,17.4
13-Apr-17,14.88888889,12.5,86.8,2.27983907,998.98505,17.4
14-Apr-17,15.11111111,13.38888889,90.2,2.011622709,1002.37144,17.6
15-Apr-17,16.27777778,13,82.7,2.413947251,1009.14422,17.9
16-Apr-17,16.11111111,12.77777778,81.5,2.592758158,1009.14422,18
17-Apr-17,16.22222222,12.83333333,81,2.592758158,1009.14422,17.9
18-Apr-17,15.66666667,12.72222222,83.9,2.548055431,1009.14422,18.2
19-Apr-17,15.77777778,12.22222222,80.2,2.592758158,1012.53061,18.1
20-Apr-17,16.5,13.5,83.3,2.771569066,1012.53061,18
21-Apr-17,16.88888889,13.44444444,81.5,1.654000894,1009.14422,17.9
22-Apr-17,18.5,12.55555556,69.6,2.101028163,1005.75783,18.1
23-Apr-17,15.83333333,1.944444444,41.1,9.029950827,1005.75783,18.2
24-Apr-17,16.16666667,4.277777778,46.6,4.380867233,1012.53061,18.2
25-Apr-17,16.83333333,6.833333333,53.7,3.218596334,1012.53061,18.2
26-Apr-17,17.38888889,7.888888889,56.2,2.682163612,1012.53061,18.4
27-Apr-17,19.33333333,7.111111111,47.9,3.084488154,1009.14422,18.8
28-Apr-17,20.72222222,7.5,45.5,2.771569066,1009.14422,18.6
29-Apr-17,21.05555556,7.5,45.2,2.771569066,1005.75783,18.9
30-Apr-17,20.16666667,9.388888889,51.3,1.832811802,1005.75783,19
1-May-17,20.16666667,11.61111111,59.6,2.682163612,1002.37144,19.3
2-May-17,19.88888889,12.38888889,63,2.637460885,1005.75783,19.6
3-May-17,19.22222222,15.16666667,77.5,2.14573089,1005.75783,19.7
4-May-17,19.61111111,16.55555556,83.1,1.966919982,1005.75783,19.9
5-May-17,19.16666667,16.27777778,83.3,1.922217255,1009.14422,20.3
6-May-17,19.38888889,16.72222222,84.4,2.503352705,1005.75783,20.4
7-May-17,19.61111111,13.22222222,69,3.71032633,1005.75783,20.4
8-May-17,19.61111111,15.83333333,79.3,2.548055431,1005.75783,20.4
9-May-17,20.27777778,15.61111111,75.6,1.877514528,1005.75783,20.3
10-May-17,20.33333333,15.77777778,75.6,2.458649978,1002.37144,20.7
11-May-17,24,10.55555556,48,4.246759052,1005.75783,21
12-May-17,23.44444444,11.66666667,51.1,3.397407242,1009.14422,21.2
13-May-17,22.72222222,16.16666667,67.7,1.922217255,1009.14422,21.5
14-May-17,22.33333333,17.94444444,77.2,1.698703621,1005.75783,22
15-May-17,27.72222222,8.666666667,32.1,7.331247206,1005.75783,21.9
16-May-17,24.22222222,7.611111111,36.2,4.738489048,1005.75783,21.7
17-May-17,21.05555556,12.66666667,59.3,2.324541797,1005.75783,21.6
18-May-17,20.5,15,71.7,2.592758158,1002.37144,21.6
19-May-17,18.5,14.94444444,80.1,3.084488154,1002.37144,21.6
20-May-17,19.61111111,11.38888889,62.5,4.336164506,1002.37144,21.6
21-May-17,20.33333333,10,52.7,3.620920876,1002.37144,21.6
22-May-17,18.33333333,14.66666667,80.3,4.157353599,1002.37144,21.7
23-May-17,21.11111111,10.5,53.8,4.55967814,1005.75783,21.4
24-May-17,20.5,14.5,69.8,2.548055431,1009.14422,21.5
25-May-17,20,16.5,80.2,2.682163612,1009.14422,21.6
26-May-17,19.72222222,15.22222222,75.2,2.860974519,1005.75783,21.8
27-May-17,19.55555556,14.55555556,73.7,2.458649978,1005.75783,22
28-May-17,20.61111111,13.38888889,64.3,3.576218149,1005.75783,22.1
29-May-17,19.83333333,15,74.4,2.950379973,1005.75783,22.2
30-May-17,19.72222222,15.33333333,76.4,3.308001788,1009.14422,22.2
31-May-17,21.66666667,13.72222222,63.3,3.889137237,1009.14422,22.3
1-Jun-17,25.05555556,11.66666667,45,4.380867233,1009.14422,22.5
2-Jun-17,26.72222222,14.77777778,50.3,3.978542691,1009.14422,22.7
3-Jun-17,24,18.16666667,71.1,2.458649978,1005.75783,23
4-Jun-17,23.61111111,18.88888889,76,1.832811802,1005.75783,23.2
5-Jun-17,23.05555556,18.77777778,76.9,2.190433616,1005.75783,23.4
6-Jun-17,23.27777778,17.77777778,72.7,2.637460885,1005.75783,23.6
7-Jun-17,23.72222222,18.94444444,75.1,2.14573089,1005.75783,23.8
